"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 25 01:41:34 UTC 2024","Sat May 25 01:41:35 UTC 2024","1065","tests.integration","test_charm","","","","test_settings_are_correct[0]",""
"passed","Sat May 25 01:41:34 UTC 2024","Sat May 25 01:41:34 UTC 2024","76","tests.integration","test_charm","","","","test_exporter_is_up[0]",""
"passed","Sat May 25 01:26:51 UTC 2024","Sat May 25 01:43:52 UTC 2024","1021409","tests.integration.ha_tests","test_restore_cluster","","","","test_build_and_deploy","Build and deploy two PostgreSQL clusters."
"passed","Sat May 25 01:28:36 UTC 2024","Sat May 25 01:41:34 UTC 2024","777733","tests.integration","test_charm","","","","test_deploy","Deploy the charm-under-test.

    Assert on the unit status before any relations/configurations take place.
    "
"passed","Sat May 25 01:47:28 UTC 2024","Sat May 25 01:48:16 UTC 2024","48485","tests.integration","test_password_rotation","","","","test_empty_password","Test that the password can't be set to an empty string."
"passed","Sat May 25 01:54:38 UTC 2024","Sat May 25 02:03:56 UTC 2024","557247","tests.integration","test_db","","","","test_sentry_db_blocked",""
"passed","Sat May 25 01:43:21 UTC 2024","Sat May 25 01:43:32 UTC 2024","11890","tests.integration.ha_tests","test_replication","","","","test_consistency","Write to primary, read data from secondaries (check consistency)."
"passed","Sat May 25 01:26:55 UTC 2024","Sat May 25 01:40:53 UTC 2024","838468","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_deploy_stable","Simple test to ensure that the PostgreSQL and application charms get deployed."
"passed","Sat May 25 01:41:34 UTC 2024","Sat May 25 01:47:25 UTC 2024","351239","tests.integration","test_password_rotation","","","","test_password_rotation","Test password rotation action."
"passed","Sat May 25 01:26:47 UTC 2024","Sat May 25 01:58:35 UTC 2024","1907906","tests.integration","test_backups","","","","test_backup","Build and deploy two units of PostgreSQL and then test the backup and restore actions."
"passed","Sat May 25 01:40:56 UTC 2024","Sat May 25 01:47:44 UTC 2024","407877","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Sat May 25 01:28:36 UTC 2024","Sat May 25 01:42:58 UTC 2024","862117","tests.integration.new_relations","test_new_relations","","","","test_deploy_charms","Deploy both charms (application and database) to use in the tests."
"passed","Sat May 25 01:48:16 UTC 2024","Sat May 25 01:48:18 UTC 2024","2066","tests.integration","test_password_rotation","","","","test_db_connection_with_empty_password","Test that user can't connect with empty password."
"passed","Sat May 25 01:59:09 UTC 2024","Sat May 25 02:08:49 UTC 2024","579556","tests.integration","test_backups","","","","test_invalid_config_and_recovery_after_fixing_it","Test that the charm can handle invalid and valid backup configurations."
"passed","Sat May 25 01:48:47 UTC 2024","Sat May 25 01:48:48 UTC 2024","797","tests.integration.new_relations","test_new_relations","","","","test_user_with_extra_roles","Test superuser actions and the request for more permissions."
"passed","Sat May 25 01:41:07 UTC 2024","Sat May 25 01:43:19 UTC 2024","132947","tests.integration.ha_tests","test_replication","","","","test_reelection","Kill primary unit, check reelection."
"passed","Sat May 25 02:04:55 UTC 2024","Sat May 25 02:06:36 UTC 2024","101540","tests.integration","test_subordinates","","","","test_scale_down",""
"skipped","Sat May 25 02:11:34 UTC 2024","Sat May 25 02:11:34 UTC 2024","0","tests.integration.new_relations","test_new_relations","","","","test_invalid_extra_user_roles",""
"passed","Sat May 25 01:47:25 UTC 2024","Sat May 25 01:47:28 UTC 2024","2785","tests.integration","test_password_rotation","","","","test_password_from_secret_same_as_cli","Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    "
"passed","Sat May 25 01:26:57 UTC 2024","Sat May 25 01:41:02 UTC 2024","845176","tests.integration.ha_tests","test_replication","","","","test_build_and_deploy","Build and deploy three unit of PostgreSQL."
"skipped","Sat May 25 02:18:56 UTC 2024","Sat May 25 02:18:56 UTC 2024","0","tests.integration","test_tls","","","","test_restart_machine",""
"broken","Sat May 25 01:52:54 UTC 2024","Sat May 25 02:11:34 UTC 2024","1119898","tests.integration.new_relations","test_new_relations","","","","test_relation_data_is_updated_correctly_when_scaling","Test that relation data, like connection data, is updated correctly when scaling."
"passed","Sat May 25 01:41:18 UTC 2024","Sat May 25 01:58:56 UTC 2024","1058651","tests.integration","test_subordinates","","","","test_deploy",""
"passed","Sat May 25 01:26:49 UTC 2024","Sat May 25 02:00:05 UTC 2024","1996025","tests.integration","test_db_admin","","","","test_landscape_scalable_bundle_db","Deploy Landscape Scalable Bundle to test the 'db-admin' relation."
"passed","Sat May 25 01:42:58 UTC 2024","Sat May 25 01:43:22 UTC 2024","24233","tests.integration.new_relations","test_new_relations","","","","test_no_read_only_endpoint_in_standalone_cluster","Test that there is no read-only endpoint in a standalone cluster."
"passed","Sat May 25 01:28:27 UTC 2024","Sat May 25 01:42:14 UTC 2024","826481","tests.integration","test_config","","","","test_config_parameters","Build and deploy one unit of PostgreSQL and then test config with wrong parameters."
"passed","Sat May 25 01:51:33 UTC 2024","Sat May 25 01:52:01 UTC 2024","27917","tests.integration.new_relations","test_new_relations","","","","test_an_application_can_connect_to_multiple_database_clusters","Test that an application can connect to different clusters of the same database."
"passed","Sat May 25 01:48:48 UTC 2024","Sat May 25 01:51:33 UTC 2024","165347","tests.integration.new_relations","test_new_relations","","","","test_two_applications_doesnt_share_the_same_relation_data","Test that two different application connect to the database with different credentials."
"passed","Sat May 25 01:41:34 UTC 2024","Sat May 25 01:41:34 UTC 2024","68","tests.integration","test_charm","","","","test_exporter_is_up[2]",""
"passed","Sat May 25 01:41:35 UTC 2024","Sat May 25 01:41:36 UTC 2024","1052","tests.integration","test_charm","","","","test_settings_are_correct[1]",""
"passed","Sat May 25 01:54:39 UTC 2024","Sat May 25 01:55:07 UTC 2024","27863","tests.integration","test_tls","","","","test_deploy_active","Build the charm and deploy it."
"passed","Sat May 25 01:41:36 UTC 2024","Sat May 25 01:41:38 UTC 2024","2066","tests.integration","test_charm","","","","test_settings_are_correct[2]",""
"passed","Sat May 25 01:43:22 UTC 2024","Sat May 25 01:48:45 UTC 2024","323252","tests.integration.new_relations","test_new_relations","","","","test_read_only_endpoint_in_scaled_up_cluster","Test that there is read-only endpoint in a scaled up cluster."
"passed","Sat May 25 01:26:59 UTC 2024","Sat May 25 01:41:33 UTC 2024","874880","tests.integration","test_password_rotation","","","","test_deploy_active","Build the charm and deploy it."
"passed","Sat May 25 01:41:34 UTC 2024","Sat May 25 01:41:34 UTC 2024","4","tests.integration","test_charm","","","","test_database_is_up[2]",""
"broken","Sat May 25 01:58:35 UTC 2024","Sat May 25 01:59:09 UTC 2024","33697","tests.integration","test_backups","","","","test_restore_on_new_cluster","Test that is possible to restore a backup to another PostgreSQL cluster."
"passed","Sat May 25 01:43:34 UTC 2024","Sat May 25 01:52:57 UTC 2024","563163","tests.integration.ha_tests","test_replication","","","","test_no_data_replicated_between_clusters","Check that writes in one cluster are not replicated to another cluster."
"skipped","Sat May 25 02:11:34 UTC 2024","Sat May 25 02:11:34 UTC 2024","0","tests.integration.new_relations","test_new_relations","","","","test_relation_with_no_database_name","Test that a relation with no database name doesn't block the charm."
"skipped","Sat May 25 02:05:52 UTC 2024","Sat May 25 02:05:52 UTC 2024","0","tests.integration","test_db","","","","test_canonical_livepatch_onprem_bundle_db",""
"passed","Sat May 25 01:48:45 UTC 2024","Sat May 25 01:48:47 UTC 2024","1797","tests.integration.new_relations","test_new_relations","","","","test_database_relation_with_charm_libraries","Test basic functionality of database relation interface."
